id,Taste,Canonical SMILES,Canonicalized Taste Intermediary,Canonicalized Taste,Canonicalized SMILES,Source,Original Labels
PMTDB01265,sweet; bitter,CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)(C)C(=O)OC7C(C(C(C(O7)CO)O)O)OC8C(C(C(C(O8)CO)O)O)O,sweet,sweet,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3,phytocompounds_db,sweet; bitter
PMTDB01265,sweet; bitter,CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)(C)C(=O)OC7C(C(C(C(O7)CO)O)O)OC8C(C(C(C(O8)CO)O)O)O,bitter,bitter,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3,phytocompounds_db,sweet; bitter
PMTDB01266,sweet; bitter,CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)OC5C(C(C(C(O5)CO)O)OC6C(C(C(C(O6)CO)O)O)O)OC7C(C(C(CO7)O)O)O)(C)C(=O)OC8C(C(C(C(O8)CO)O)O)O,sweet,sweet,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OCC(O)C(O)C1O)C3,phytocompounds_db,sweet; bitter
PMTDB01266,sweet; bitter,CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)OC5C(C(C(C(O5)CO)O)OC6C(C(C(C(O6)CO)O)O)O)OC7C(C(C(CO7)O)O)O)(C)C(=O)OC8C(C(C(C(O8)CO)O)O)O,bitter,bitter,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OCC(O)C(O)C1O)C3,phytocompounds_db,sweet; bitter
PMTDB01267,sweet,[H]C12CCC3(CC1(CC3=C)CCC1([H])C(C)(CCCC21C)C(=O)OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(O)C1O)OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1OC1OC(COC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,sweet,sweet,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(OC6OC(CO)C(O)C(O)C6O)C(O)C5OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1OC1OC(COC2OC(CO)C(OC4OC(CO)C(O)C(O)C4O)C(O)C2OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C3,phytocompounds_db,sweet
PMTDB01268,sweet,[H]C12CCC3(CC1(CC3=C)CCC1([H])C(C)(CCCC21C)C(=O)OC1OC(COC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2OC2OC(CO)C(O)C(O)C2O)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(O)C1O)OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,sweet,sweet,C=C1CC23CCC4C(C)(C(=O)OC5OC(COC6OC(CO)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(OC6OC(CO)C(O)C(O)C6O)C(O)C5OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3,phytocompounds_db,sweet
PMTDB01269,sweet,[H]C12CCC3(CC1(CC3=C)CCC1([H])C(C)(CCCC21C)C(=O)OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(O)C1O)OC1OC(COC2OC(COC3OC(CO)C(OC4OC(CO)C(O)C(O)C4O)C(O)C3OC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,sweet,sweet,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(OC6OC(CO)C(O)C(O)C6O)C(O)C5OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(COC2OC(COC4OC(CO)C(OC5OC(CO)C(O)C(O)C5O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(O)C(O)C2O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3,phytocompounds_db,sweet
PMTDB01270,sweet; bitter; astringent;,CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)OC5C(C(C(C(O5)CO)O)OC6C(C(C(C(O6)CO)O)O)O)OC7C(C(C(C(O7)CO)O)O)O)(C)C(=O)OC8C(C(C(C(O8)CO)O)OC9C(C(C(C(O9)CO)O)O)O)OC1C(C(C(C(O1)CO)O)O)O,sweet,sweet,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(OC6OC(CO)C(O)C(O)C6O)C5OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(CO)C(O)C(O)C1O)C3,phytocompounds_db,sweet; bitter; astringent;
PMTDB01270,sweet; bitter; astringent;,CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)OC5C(C(C(C(O5)CO)O)OC6C(C(C(C(O6)CO)O)O)O)OC7C(C(C(C(O7)CO)O)O)O)(C)C(=O)OC8C(C(C(C(O8)CO)O)OC9C(C(C(C(O9)CO)O)O)O)OC1C(C(C(C(O1)CO)O)O)O,bitter,bitter,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(OC6OC(CO)C(O)C(O)C6O)C5OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(CO)C(O)C(O)C1O)C3,phytocompounds_db,sweet; bitter; astringent;
PMTDB01271,bitter,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,bitter,bitter,COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,phytocompounds_db,bitter
PMTDB01272,bitter,C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O,bitter,bitter,Oc1ccc(C=Cc2cc(O)cc(O)c2)cc1,phytocompounds_db,bitter
PMTDB01273,bitter,C1CCN2CC3CC(C2C1)CN4C3C(CCC4)O,bitter,bitter,OC1CCCN2CC3CC(CN4CCCCC34)C12,phytocompounds_db,bitter
PMTDB01274,pungent,CC(C)CNC(=O)C=CC=CCCC=CC1=CC2=C(C=C1)OCO2,undefined,undefined,CC(C)CNC(=O)C=CC=CCCC=Cc1ccc2c(c1)OCO2,phytocompounds_db,pungent
PMTDB01275,bitter,CC=C1CC(C(C(=O)OCC2=CCN3C2C(CC3)OC1=O)(CO)O)C,bitter,bitter,CC=C1CC(C)C(O)(CO)C(=O)OCC2=CCN3CCC(OC1=O)C23,phytocompounds_db,bitter
PMTDB01276,bitter (low evidence) (insufficient evidence),COC1=CC(=C2C(=C1)OC(=C(C2=O)O)C3=CC(=C(C=C3)O)O)O,bitter,bitter,COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc2c1,phytocompounds_db,bitter (low evidence) (insufficient evidence)
PMTDB01277,bitter (insufficient evidence),C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)C(=O)O,bitter,bitter,O=C(O)c1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,phytocompounds_db,bitter (insufficient evidence)
PMTDB01278,bitter,CC(CCC1=CC=C(C=C1)O)OC2C(C(C(C(O2)CO)O)O)O,bitter,bitter,CC(CCc1ccc(O)cc1)OC1OC(CO)C(O)C(O)C1O,phytocompounds_db,bitter
PMTDB01279,Bitter (insufficient evidence),CC(CCC1=CC=C(C=C1)O)O,undefined,undefined,CC(O)CCc1ccc(O)cc1,phytocompounds_db,Bitter (insufficient evidence)
PMTDB01280,bitter,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O,bitter,bitter,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C,phytocompounds_db,bitter
PMTDB01281,sweet,C1C(C(C(C(O1)O)O)O)O,sweet,sweet,OC1COC(O)C(O)C1O,phytocompounds_db,sweet
PMTDB01282,astringent; bitter,C1C2C(C3C4C(C5=C(C(=C(C(=C5C(=O)O4)C6=C(C(=C(C(=C6C(=O)O3)C7=C(C(=C(C=C7C(=O)O2)O)O)O)O)O)O)O)O)O)C8=C(C(=C(C9=C8C(=O)OCC2C(C3C4C(C5=C(C(=C(C(=C5C(=O)O4)C4=C(C(=C(C(=C4C(=O)O3)C3=C(C(=C(C=C3C(=O)O2)O)O)O)O)O)O)O)O)O)O)OC(=O)C2=CC(=C(C(=C29)O)O)O)O)O)O)OC(=O)C2=CC(=C(C(=C2C2=C(C(=C(C=C2C(=O)O1)O)O)O)O)O)O,bitter,bitter,O=C1OCC2OC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c(O)c4c3C(=O)OC(C2OC(=O)c2cc(O)c(O)c(O)c2-c2c1cc(O)c(O)c2O)C1OC(=O)c2c-4c(O)c(O)c(O)c2C1c1c(O)c(O)c(O)c2c1C(=O)OCC1OC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c(O)c4c3C(=O)OC(C1OC(=O)c1cc(O)c(O)c(O)c1-2)C1OC(=O)c2c-4c(O)c(O)c(O)c2C1O,phytocompounds_db,astringent; bitter
PMTDB01283,astringent; bitter,C1C(C(C(C(O1)(C2C3C4C5C(COC(=O)C6=C(C7=C(C(=C(C=C7C(=O)O5)O)O)O)C(=C(C(=C6C8C9C1C5C(COC(=O)C6=CC(=C(C(=C6C6=C(C(=C(C=C6C(=O)O5)O)O)O)O)O)O)OC(=O)C5=CC(=C(C(=C5C5=C(C(=C(C(=C5O)O)O)C5=C(C8=C(C(=C5O)O)O)C(=O)O9)C(=O)O1)O)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1C1=C(C(=C(C(=C1O)O)O)C1=C(C2=C(C(=C1O)O)O)C(=O)O3)C(=O)O4)O)O)O)O)O)O)O,bitter,bitter,O=C1OCC2OC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c(O)c4c3C(=O)OC(C2OC(=O)c2cc(O)c(O)c(O)c2-c2c1cc(O)c(O)c2O)C1OC(=O)c2c-4c(O)c(O)c(O)c2C1c1c(O)c(O)c(O)c2c1C(=O)OCC1OC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c(O)c4c3C(=O)OC(C1OC(=O)c1cc(O)c(O)c(O)c1-2)C1OC(=O)c2c-4c(O)c(O)c(O)c2C1C1(O)OCC(O)C(O)C1O,phytocompounds_db,astringent; bitter
PMTDB01284,astringent; bitter,C1C(C(C(C(O1)(C2C3C4C5C(COC(=O)C6=C(C7=C(C(=C(C=C7C(=O)O5)O)O)O)C(=C(C(=C6C8C9C1C5C(COC(=O)C6=CC(=C(C(=C6C6=C(C(=C(C=C6C(=O)O5)O)O)O)O)O)O)OC(=O)C5=CC(=C(C(=C5C5=C(C(=C(C(=C5O)O)O)C5=C(C8=C(C(=C5O)O)O)C(=O)O9)C(=O)O1)O)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1C1=C(C(=C(C(=C1O)O)O)C1=C(C2=C(C(=C1O)O)O)C(=O)O3)C(=O)O4)O)O)O)O)O)O)O,bitter,bitter,O=C1OCC2OC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c(O)c4c3C(=O)OC(C2OC(=O)c2cc(O)c(O)c(O)c2-c2c1cc(O)c(O)c2O)C1OC(=O)c2c-4c(O)c(O)c(O)c2C1c1c(O)c(O)c(O)c2c1C(=O)OCC1OC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c(O)c4c3C(=O)OC(C1OC(=O)c1cc(O)c(O)c(O)c1-2)C1OC(=O)c2c-4c(O)c(O)c(O)c2C1C1(O)OCC(O)C(O)C1O,phytocompounds_db,astringent; bitter
PMTDB01285,astringent; bitter,C1C2C(C3C4C(C5=C(C(=C(C(=C5C(=O)O4)C6=C(C(=C(C(=C6C(=O)O3)C7=C(C(=C(C=C7C(=O)O2)O)O)O)O)O)O)O)O)O)C8=C(C(=C(C9=C8C(=O)OCC2C(C3C4C(C5=C(C(=C(C(=C5C(=O)O4)C4=C(C(=C(C(=C4C(=O)O3)C3=C(C(=C(C=C3C(=O)O2)O)O)O)O)O)O)O)O)O)O)OC(=O)C2=CC(=C(C(=C29)O)O)O)O)O)O)OC(=O)C2=CC(=C(C(=C2C2=C(C(=C(C=C2C(=O)O1)O)O)O)O)O)O,bitter,bitter,O=C1OCC2OC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c(O)c4c3C(=O)OC(C2OC(=O)c2cc(O)c(O)c(O)c2-c2c1cc(O)c(O)c2O)C1OC(=O)c2c-4c(O)c(O)c(O)c2C1c1c(O)c(O)c(O)c2c1C(=O)OCC1OC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c(O)c4c3C(=O)OC(C1OC(=O)c1cc(O)c(O)c(O)c1-2)C1OC(=O)c2c-4c(O)c(O)c(O)c2C1O,phytocompounds_db,astringent; bitter
PMTDB01286,astringent; bitter,C1C(C(C(C(O1)(C2C3C4C5C(COC(=O)C6=CC(=C(C(=C6C7=C(C(=C(C=C7C(=O)O5)O)O)O)O)O)O)OC(=O)C8=CC(=C(C(=C8C9=C(C(=C(C(=C9O)O)O)C1=C(C2=C(C(=C1O)O)O)C(=O)O3)C(=O)O4)O)O)O)O)O)O)O,bitter,bitter,O=C1OCC2OC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c(O)c4c3C(=O)OC(C2OC(=O)c2cc(O)c(O)c(O)c2-c2c1cc(O)c(O)c2O)C1OC(=O)c2c-4c(O)c(O)c(O)c2C1C1(O)OCC(O)C(O)C1O,phytocompounds_db,astringent; bitter
PMTDB01287,bitter,CN1CCC2=CC(=C3C=C2C1CC4=CC(=C(C=C4)O)C5=C(C=CC(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)OC)OC,bitter,bitter,COc1cc2c3cc1Oc1c(OC)c(OC)cc4c1C(Cc1ccc(OC)c(c1)-c1cc(ccc1O)CC3N(C)CC2)N(C)CC4,phytocompounds_db,bitter
PMTDB01288,bitter; pungent,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,bitter,bitter,O=C(C=Cc1ccc(O)c(O)c1)OC(Cc1ccc(O)c(O)c1)C(=O)O,phytocompounds_db,bitter; pungent
PMTDB01289,umami,COC1=C(C=C(C=C1)C=CC(=O)NCCC2=CC3=C(C=C2)OCO3)OC,undefined,undefined,COc1ccc(C=CC(=O)NCCc2ccc3c(c2)OCO3)cc1OC,phytocompounds_db,umami
PMTDB01290,astringent;,CC(=O)\C=C\C=C\C1=CC=C(OC2OC(CO)C(O)C(O)C2O)C(O)=C1,undefined,undefined,CC(=O)/C=C/C=C/c1ccc(OC2OC(CO)C(O)C(O)C2O)c(O)c1,phytocompounds_db,astringent;
PMTDB01291,sweet; bitter,CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)OC5C(C(C(C(O5)CO)O)O)O)(C)C(=O)OC6C(C(C(C(O6)CO)O)O)O,sweet,sweet,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1O)C3,phytocompounds_db,sweet; bitter
PMTDB01291,sweet; bitter,CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)OC5C(C(C(C(O5)CO)O)O)O)(C)C(=O)OC6C(C(C(C(O6)CO)O)O)O,bitter,bitter,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1O)C3,phytocompounds_db,sweet; bitter
PMTDB01292,bitter (electronic tongue),C1CN2C(=NC3=CC=CC=C3C2=O)C4=C1C5=CC=CC=C5N4,bitter,bitter,O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12,phytocompounds_db,bitter (electronic tongue)
PMTDB01293,bitter,CC1(C2C(=O)C(C3(C(C24COC(=O)CC4O1)CCC5(C36C(O6)C(=O)OC5C7=COC=C7)C)C)O)C,bitter,bitter,CC1(C)OC2CC(=O)OCC23C1C(=O)C(O)C1(C)C3CCC2(C)C(c3ccoc3)OC(=O)C3OC321,phytocompounds_db,bitter
PMTDB01294,astringent; bitter; bitter enhancer,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,bitter,bitter,CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,phytocompounds_db,astringent; bitter; bitter enhancer
PMTDB01295,pungency precursor,CC=CS(=O)CC(C(=O)[O-])[NH3+],undefined,undefined,CC=CS(=O)CC([NH3+])C(=O)[O-],phytocompounds_db,pungency precursor
PMTDB01296,pungent,CC(C)C12CCC(=C)C1C2,undefined,undefined,C=C1CCC2(C(C)C)CC12,phytocompounds_db,pungent
PMTDB01297,bitter masking,COC1=CC(=C2C(=O)CC(OC2=C1)C3=CC=C(C=C3)O)O,bitter,bitter,COc1cc(O)c2c(c1)OC(c1ccc(O)cc1)CC2=O,phytocompounds_db,bitter masking
PMTDB01298,bitter,C1=CC=C(C(=C1)CO)OC2C(C(C(C(O2)CO)O)O)O,bitter,bitter,OCc1ccccc1OC1OC(CO)C(O)C(O)C1O,phytocompounds_db,bitter
PMTDB01299,sweet; sour; astringent; bitter; acrid,C1=CC=C(C(=C1)C(=O)O)O,sweet,sweet,O=C(O)c1ccccc1O,phytocompounds_db,sweet; sour; astringent; bitter; acrid
PMTDB01299,sweet; sour; astringent; bitter; acrid,C1=CC=C(C(=C1)C(=O)O)O,bitter,bitter,O=C(O)c1ccccc1O,phytocompounds_db,sweet; sour; astringent; bitter; acrid
PMTDB01299,sweet; sour; astringent; bitter; acrid,C1=CC=C(C(=C1)C(=O)O)O,sour,sour,O=C(O)c1ccccc1O,phytocompounds_db,sweet; sour; astringent; bitter; acrid
PMTDB01300,bitter (insufficient evidence),CC1=CCCC(=CC2C(C(C1)O)C(=C)C(=O)O2)CO,bitter,bitter,C=C1C(=O)OC2C=C(CO)CCC=C(C)CC(O)C12,phytocompounds_db,bitter (insufficient evidence)
PMTDB01301,bitter,CC1=CCC(C2(C1C3C(CC2)C(=C)C(=O)O3)C)O,bitter,bitter,C=C1C(=O)OC2C1CCC1(C)C(O)CC=C(C)C21,phytocompounds_db,bitter
PMTDB01302,bitter,CC1=CCCC(=CC(C2C(C1)OC(=O)C2=C)OC(=O)C(C)(CO)O)COC(=O)C,bitter,bitter,C=C1C(=O)OC2CC(C)=CCCC(COC(C)=O)=CC(OC(=O)C(C)(O)CO)C12,phytocompounds_db,bitter
PMTDB01303,bitter,CC(=O)OCC1C(C(C(C(O1)OC2C(C3CCOC(=O)C3=CO2)C=C)OC(=O)C4=CC=CC=C4)OC(=O)C)OC(=O)C5=C(C(=CC=C5)OC6C(C(C(C(O6)CO)O)O)O)O,bitter,bitter,C=CC1C(OC2OC(COC(C)=O)C(OC(=O)c3cccc(OC4OC(CO)C(O)C(O)C4O)c3O)C(OC(C)=O)C2OC(=O)c2ccccc2)OC=C2C(=O)OCCC21,phytocompounds_db,bitter
PMTDB01304,bitter,CC(CCC=C(C)COC1C(C(C(C(O1)CO)O)O)OC2C(C(C(C(O2)CO)O)O)O)C3CCC4(C3(CC(=O)C5(C4CC=C6C5CCC(C6(C)C)OC7C(C(C(C(O7)CO)O)O)O)C)C)C,bitter,bitter,CC(=CCCC(C)C1CCC2(C)C3CC=C4C(CCC(OC5OC(CO)C(O)C(O)C5O)C4(C)C)C3(C)C(=O)CC12C)COC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,phytocompounds_db,bitter
PMTDB01305,sweet,CC(CCC=C(C)COC1C(C(C(C(O1)CO)O)O)OC2C(C(C(C(O2)CO)O)O)O)C3CCC4(C3(CC(C5(C4CC=C6C5CCC(C6(C)C)OC7C(C(C(C(O7)CO)O)O)O)C)O)C)C,sweet,sweet,CC(=CCCC(C)C1CCC2(C)C3CC=C4C(CCC(OC5OC(CO)C(O)C(O)C5O)C4(C)C)C3(C)C(O)CC12C)COC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,phytocompounds_db,sweet
PMTDB01306,bitter,CC12CCCC34C1CCC(=C)C3CC(OC4OC2=O)C5=COC=C5,bitter,bitter,C=C1CCC2C3(C)CCCC24C(OC3=O)OC(c2ccoc2)CC14,phytocompounds_db,bitter
PMTDB01307,bitter,{scillaren A} CC1C(C(C(C(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3=C2)O)C6=COC(=O)C=C6)C)C)O)O)OC7C(C(C(C(O7)CO)O)O)O,bitter,bitter,,phytocompounds_db,bitter
PMTDB01308,bitter,CC1(CCCC2(C1CCC(C2CCC(C)(C=C)O)(C)O)C)C,bitter,bitter,C=CC(C)(O)CCC1C(C)(O)CCC2C(C)(C)CCCC21C,phytocompounds_db,bitter
PMTDB01309,bitter,COC1=C(C=C2C(=C1)C=CC(=O)O2)O,bitter,bitter,COc1cc2ccc(=O)oc2cc1O,phytocompounds_db,bitter
PMTDB01310,bitter,COC1=C(C=C2C(=C1)C=CC(=O)O2)OC3C(C(C(C(O3)CO)O)O)O,bitter,bitter,COc1cc2ccc(=O)oc2cc1OC1OC(CO)C(O)C(O)C1O,phytocompounds_db,bitter
PMTDB01311,bitter,CC(C)C(=O)C3=C(O)C2(O)C(CC1C(C)(C)OC(C=C(/C)C)C12O)C3=O,bitter,bitter,CC(C)=CC1OC(C)(C)C2CC3C(=O)C(C(=O)C(C)C)=C(O)C3(O)C12O,phytocompounds_db,bitter
PMTDB01312,bitter,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O)O,bitter,bitter,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c(O)c(O)c12,phytocompounds_db,bitter
PMTDB01313,bitter,C1CCN2C(C1)C34CC2C=CC3=CC(=O)O4,bitter,bitter,O=C1C=C2C=CC3CC2(O1)C1CCCCN31,phytocompounds_db,bitter
PMTDB01314,sweet,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=C3C(=CC5=C4C6C(C(O5)(OC7=CC(=CC(=C67)O)O)C8=CC=C(C=C8)O)O)O)C9=CC=C(C=C9)O)O)O)O)C1=CC=C(C=C1)O)O,sweet,sweet,Oc1ccc(C2Oc3c(c(O)cc(O)c3C3c4c(O)cc5c(c4OC(c4ccc(O)cc4)C3O)C3c4c(O)cc(O)cc4OC(c4ccc(O)cc4)(O5)C3O)CC2O)cc1,phytocompounds_db,sweet
PMTDB01315,bitter,CC=C1CC(C(C(=O)OCC2=CCN3C2C(CC3)OC1=O)(C)O)C,bitter,bitter,CC=C1CC(C)C(C)(O)C(=O)OCC2=CCN3CCC(OC1=O)C23,phytocompounds_db,bitter
PMTDB01316,astringent,C1=CC2=C(C=C1O)C(=CN2)CCN,undefined,undefined,NCCc1c[nH]c2ccc(O)cc12,phytocompounds_db,astringent
PMTDB01317,bitter,CC(=O)OC1CCC(C2C13COC(C2O)(C45C3C(CC(C4)C(=C)C5=O)OC(=O)C)O)(C)C,bitter,bitter,C=C1C(=O)C23CC1CC(OC(C)=O)C2C12COC3(O)C(O)C1C(C)(C)CCC2OC(C)=O,phytocompounds_db,bitter
PMTDB01318,bitter,CC1C2CC(=O)OC3C24COC(=O)C1(C4C5(C(C3)C(=CC(=O)C5O)C)C)O,bitter,bitter,CC1=CC(=O)C(O)C2(C)C1CC1OC(=O)CC3C(C)C4(O)C(=O)OCC13C42,phytocompounds_db,bitter
PMTDB01319,bitter,[H]C12C3(O)OCC11C([H])(CC4C(C)=CC(OC5OC(CO)C(O)C(O)C5O)C(O)C24C)OC(=O)CC1([H])C(=C)C3O,bitter,bitter,C=C1C(O)C2(O)OCC34C(CC5C(C)=CC(OC6OC(CO)C(O)C(O)C6O)C(O)C5(C)C23)OC(=O)CC14,phytocompounds_db,bitter
PMTDB01320,bitter,[H]C12CC3([H])C(C)CC(OC4OC(CO)C(O)C(O)C4O)C(=O)C3(C)C3([H])C(OC(C)=O)C(=O)C(C)C([H])(CC(=O)O1)C23C,bitter,bitter,CC(=O)OC1C(=O)C(C)C2CC(=O)OC3CC4C(C)CC(OC5OC(CO)C(O)C(O)C5O)C(=O)C4(C)C1C32C,phytocompounds_db,bitter
PMTDB01321,bitter,[H]C12CC3([H])C(C)CC(OC4OC(CO)C(O)C(O)C4O)C(=O)C3(C)C3([H])C(O)C(=O)C(C)C([H])(CC(=O)O1)C23C,bitter,bitter,CC1CC(OC2OC(CO)C(O)C(O)C2O)C(=O)C2(C)C1CC1OC(=O)CC3C(C)C(=O)C(O)C2C13C,phytocompounds_db,bitter
PMTDB01322,bitter,CC1=CC(C(C2(C1CC3C45C2C(C(C(=C)C4CC(=O)O3)O)(OC5)O)C)O)O,bitter,bitter,C=C1C(O)C2(O)OCC34C(CC5C(C)=CC(O)C(O)C5(C)C23)OC(=O)CC14,phytocompounds_db,bitter
PMTDB01323,bitter,CC1C2CC(=O)OC3C2(C(=C(C1=O)O)C(C3)(C)C4C(=CC(=O)O4)C)CO,bitter,bitter,CC1=CC(=O)OC1C1(C)CC2OC(=O)CC3C(C)C(=O)C(O)=C1C23CO,phytocompounds_db,bitter
PMTDB01324,bitter,CC1CC(C(C2(C1CC3C45C2C(C(C(C4CC(=O)O3)C)O)(OC5)O)C)O)O,bitter,bitter,CC1CC(O)C(O)C2(C)C1CC1OC(=O)CC3C(C)C(O)C4(O)OCC13C42,phytocompounds_db,bitter
PMTDB01325,bitter,CC1=CC(=O)C(C2(C1C(C3C45C2C(C(C(=C)C4CC(=O)O3)O)(OC5)O)O)C)O,bitter,bitter,C=C1C(O)C2(O)OCC34C1CC(=O)OC3C(O)C1C(C)=CC(=O)C(O)C1(C)C24,phytocompounds_db,bitter
PMTDB01326,bitter,CC1C2CC(=O)OC3C2(C4=C(C1=O)OC5(C4(C(C3)C(=CC5=O)C)C)O)CO,bitter,bitter,CC1=CC(=O)C2(O)OC3=C4C5(CO)C(CC1C42C)OC(=O)CC5C(C)C3=O,phytocompounds_db,bitter
