id,Taste,Canonical SMILES,Canonicalized Taste Intermediary,Canonicalized Taste,Canonicalized SMILES,Source,Original Labels
PMTDB00001,bitter; pungent,CC1C2CC2(CC1=O)C(C)C,bitter,bitter,CC1C(=O)CC2(C(C)C)CC12,phytocompounds_db,bitter; pungent
PMTDB00002,bitter; astringent; non-astringent; sweet (aftertaste) (insufficient evidence);,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,sweet,sweet,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,phytocompounds_db,bitter; astringent; non-astringent; sweet (aftertaste) (insufficient evidence);
PMTDB00002,bitter; astringent; non-astringent; sweet (aftertaste) (insufficient evidence);,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,bitter,bitter,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,phytocompounds_db,bitter; astringent; non-astringent; sweet (aftertaste) (insufficient evidence);
PMTDB00003,bitter,OCC1(O)COC(OC2=CC(O)=C3CC(O)C(OC3=C2)C2=CC=C(O)C=C2)C1O,bitter,bitter,OCC1(O)COC(Oc2cc(O)c3c(c2)OC(c2ccc(O)cc2)C(O)C3)C1O,phytocompounds_db,bitter
PMTDB00004,sweet,CC(C)=CCCC(C)(O)C1CC(O)C(C)=CC1=O,sweet,sweet,CC(C)=CCCC(C)(O)C1CC(O)C(C)=CC1=O,phytocompounds_db,sweet
PMTDB00005,sweet,COC1=C(O)C=C2OC(C(OC(C)=O)C(=O)C2=C1O)C1=CC=C(O)C=C1,sweet,sweet,COc1c(O)cc2c(c1O)C(=O)C(OC(C)=O)C(c1ccc(O)cc1)O2,phytocompounds_db,sweet
PMTDB00006,sweet,COC1=C(O)C=C2OC(C(O)C(=O)C2=C1O)C1=CC(O)=C(O)C=C1,sweet,sweet,COc1c(O)cc2c(c1O)C(=O)C(O)C(c1ccc(O)c(O)c1)O2,phytocompounds_db,sweet
PMTDB00007,sweet,COC1=C(O)C=C2OC(C(OC(C)=O)C(=O)C2=C1O)C1=CC(O)=C(O)C=C1,sweet,sweet,COc1c(O)cc2c(c1O)C(=O)C(OC(C)=O)C(c1ccc(O)c(O)c1)O2,phytocompounds_db,sweet
PMTDB00008,sweet;,C1C2=CC(=C(C=C2C3C1(COC4=C3C=CC(=C4O)O)O)O)O,sweet,sweet,Oc1cc2c(cc1O)C1c3ccc(O)c(O)c3OCC1(O)C2,phytocompounds_db,sweet;
PMTDB00009,pungent (insufficient evidence),CC1=C2CC3C(C2C4C(CC1)C(=C)C(=O)O4)(O3)C,undefined,undefined,C=C1C(=O)OC2C1CCC(C)=C1CC3OC3(C)C12,phytocompounds_db,pungent (insufficient evidence)
PMTDB00010,bitter,C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,bitter,bitter,O=C1c2c(O)cc(O)cc2OC(c2ccc(O)c(O)c2)C1O,phytocompounds_db,bitter
PMTDB00011,pungent,C1CC2C=CC=C(C2C1)C=O,undefined,undefined,O=CC1=CC=CC2CCCC12,phytocompounds_db,pungent
PMTDB00012,pungent,CCCCCCCCCCCCC\C=C\C=C\C(=O)NCC(C)C,undefined,undefined,CCCCCCCCCCCCC/C=C/C=C/C(=O)NCC(C)C,phytocompounds_db,pungent
PMTDB00013,"pungent (hot, cool, tingling)",CCCCCCCCCC=CC=CC(=O)NCC(C)C,undefined,undefined,CCCCCCCCCC=CC=CC(=O)NCC(C)C,phytocompounds_db,"pungent (hot, cool, tingling)"
PMTDB00014,pungent; tingling,CCCCC\C=C/CCCCCC\C=C\C=C\C(=O)NCC(C)C,undefined,undefined,CCCCC/C=C\CCCCCC/C=C/C=C/C(=O)NCC(C)C,phytocompounds_db,pungent; tingling
PMTDB00015,pungent; tingling,CCCC\C=C/CCCCCCC\C=C\C=C\C(=O)NCC(C)C,undefined,undefined,CCCC/C=C\CCCCCCC/C=C/C=C/C(=O)NCC(C)C,phytocompounds_db,pungent; tingling
PMTDB00016,pungent; tingling;,__,undefined,undefined,,phytocompounds_db,pungent; tingling;
PMTDB00017,pungent; tingling;,CCCC\C=C/CCCCCCCCC\C=C\C=C\C(=O)NCC(C)C,undefined,undefined,CCCC/C=C\CCCCCCCCC/C=C/C=C/C(=O)NCC(C)C,phytocompounds_db,pungent; tingling;
PMTDB00018,pungent,CC(C)CNC(=O)C=CCCCC=CCC#CC#C,undefined,undefined,C#CC#CCC=CCCCC=CC(=O)NCC(C)C,phytocompounds_db,pungent
PMTDB00019,sweet,COC1=C(O)C=C2OC(C(OC(C)=O)C(=O)C2=C1O)C1=CC=C(O)C(O)=C1,sweet,sweet,COc1c(O)cc2c(c1O)C(=O)C(OC(C)=O)C(c1ccc(O)c(O)c1)O2,phytocompounds_db,sweet
PMTDB00020,sweet,COC1=C(O)C=C2OC(C(O)C(=O)C2=C1O)C1=CC=C(O)C(O)=C1,sweet,sweet,COc1c(O)cc2c(c1O)C(=O)C(O)C(c1ccc(O)c(O)c1)O2,phytocompounds_db,sweet
PMTDB00021,sweet,COC1=C(O)C=C2OC(C(OC(C)=O)C(=O)C2=C1O)C1=CC=C(O)C=C1,sweet,sweet,COc1c(O)cc2c(c1O)C(=O)C(OC(C)=O)C(c1ccc(O)cc1)O2,phytocompounds_db,sweet
PMTDB00022,bitter; pungent (scratchy),OC(CCCCCCCC(O)=O)\C=C\C(O)=O,bitter,bitter,O=C(O)/C=C/C(O)CCCCCCCC(=O)O,phytocompounds_db,bitter; pungent (scratchy)
PMTDB00023,bitter: pungent (scratchy),CCCCCC(C=CC(=O)O)O,bitter,bitter,CCCCCC(O)C=CC(=O)O,phytocompounds_db,bitter: pungent (scratchy)
PMTDB00024,astringent; bitter,C1=CC(=C(C=C1C=CC(=O)OC(C(C(=O)O)O)C(=O)O)O)O,bitter,bitter,O=C(C=Cc1ccc(O)c(O)c1)OC(C(=O)O)C(O)C(=O)O,phytocompounds_db,astringent; bitter
PMTDB00025,astringent;,C1=CC(=CC=C1C=CC(=O)O)OC2C(C(C(C(O2)CO)O)O)O,undefined,undefined,O=C(O)C=Cc1ccc(OC2OC(CO)C(O)C(O)C2O)cc1,phytocompounds_db,astringent;
PMTDB00026,astringent;,C1=CC(=CC=C1C=CC(=O)O)OC2C(C(C(C(O2)CO)O)O)O,undefined,undefined,O=C(O)C=Cc1ccc(OC2OC(CO)C(O)C(O)C2O)cc1,phytocompounds_db,astringent;
PMTDB00027,bitter; pungent (scratchy),OCC(O)COC(=O)CCCCCCCC1OC(=O)C=C1,bitter,bitter,O=C1C=CC(CCCCCCCC(=O)OCC(O)CO)O1,phytocompounds_db,bitter; pungent (scratchy)
PMTDB00028,pungent; tingling,CCCCC\C=C/CCCCCCCC\C=C\C=C\C(=O)N1CCCCC1,undefined,undefined,CCCCC/C=C\CCCCCCCC/C=C/C=C/C(=O)N1CCCCC1,phytocompounds_db,pungent; tingling
PMTDB00029,pungent; tingling,CCCCC\C=C/CCCCCCCC\C=C\C=C\C(=O)N1CCCC1,undefined,undefined,CCCCC/C=C\CCCCCCCC/C=C/C=C/C(=O)N1CCCC1,phytocompounds_db,pungent; tingling
PMTDB00030,pungent; tingling,CCCC\C=C/CCCCCCCCC\C=C\C=C\C(=O)N1CCCCC1,undefined,undefined,CCCC/C=C\CCCCCCCCC/C=C/C=C/C(=O)N1CCCCC1,phytocompounds_db,pungent; tingling
PMTDB00031,pungent; tingling,CCCC\C=C/CCCCCCCCC\C=C\C=C\C(=O)N1CCCC1,undefined,undefined,CCCC/C=C\CCCCCCCCC/C=C/C=C/C(=O)N1CCCC1,phytocompounds_db,pungent; tingling
PMTDB00032,bitter,CCC12COC(=O)C(=C)C1C1OC(=O)C(C)C1[C@H](C2)OC(=O)C(C)CO,bitter,bitter,C=C1C(=O)OCC2(CC)C[C@H](OC(=O)C(C)CO)C3C(C)C(=O)OC3C12,phytocompounds_db,bitter
PMTDB00033,bitter,CCC12COC(=O)C(=C)C1C1OC(=O)C(=C)C1C(C2)OC(=O)C(C)CO,bitter,bitter,C=C1C(=O)OC2C1C(OC(=O)C(C)CO)CC1(CC)COC(=O)C(=C)C21,phytocompounds_db,bitter
PMTDB00034,astringent,C1=C(C=C(C(=C1O)O)O)C(=O)OCC2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C(=C5)O)O)O)OC(=O)C6=CC(=C(C(=C6)O)O)O,undefined,undefined,O=C(OCC1OC(OC(=O)c2cc(O)c(O)c(O)c2)C(OC(=O)c2cc(O)c(O)c(O)c2)C(OC(=O)c2cc(O)c(O)c(O)c2)C1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,phytocompounds_db,astringent
PMTDB00035,bitter,C=CCCCCCCCCCCCC(CC(CO)O)O,bitter,bitter,C=CCCCCCCCCCCCC(O)CC(O)CO,phytocompounds_db,bitter
PMTDB00036,pungent; sweet,CC1(C2CCC(O1)(CC2)C)C,sweet,sweet,CC12CCC(CC1)C(C)(C)O2,phytocompounds_db,pungent; sweet
PMTDB00037,bitter,CC1(CCC2=C(C(=C(C=C2O1)OC)C(=O)C=CC3=CC=C(C=C3)OC)O)C,bitter,bitter,COc1ccc(C=CC(=O)c2c(OC)cc3c(c2O)CCC(C)(C)O3)cc1,phytocompounds_db,bitter
PMTDB00038,bitter,CC(=CCC1=C(C(=C2C(=C1O)CCC(O2)(C)C)C(=O)C=CC3=CC=C(C=C3)O)OC)C,bitter,bitter,COc1c(CC=C(C)C)c(O)c2c(c1C(=O)C=Cc1ccc(O)cc1)OC(C)(C)CC2,phytocompounds_db,bitter
PMTDB00039,bitter,CC1(CCC2=C(O1)C(=C(C=C2O)OC)C(=O)C=CC3=CC=C(C=C3)O)C,bitter,bitter,COc1cc(O)c2c(c1C(=O)C=Cc1ccc(O)cc1)OC(C)(C)CC2,phytocompounds_db,bitter
PMTDB00040,pungent,CC(=O)OC1=CC=C(C=C1)C(C=C)OC(=O)C,undefined,undefined,C=CC(OC(C)=O)c1ccc(OC(C)=O)cc1,phytocompounds_db,pungent
PMTDB00041,bitter,CC(=O)OCC=C1C(C(=COC1OC2C(C(C(C(O2)CO)O)O)O)C(=O)OC)CC(=O)OCCC3=CC=C(C=C3)O,bitter,bitter,COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C(=CCOC(C)=O)C1CC(=O)OCCc1ccc(O)cc1,phytocompounds_db,bitter
PMTDB00042,bitter,CC(=O)OCC=C1C(C(=COC1OC2C(C(C(C(O2)CO)O)O)O)C(=O)OC)CC(=O)OCCC3=CC(=C(C=C3)O)O,bitter,bitter,COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C(=CCOC(C)=O)C1CC(=O)OCCc1ccc(O)c(O)c1,phytocompounds_db,bitter
PMTDB00043,pungent,CCCCCCCCCC(CC(=O)CCC1=CC(=C(C=C1)O)OC)O,undefined,undefined,CCCCCCCCCC(O)CC(=O)CCc1ccc(O)c(OC)c1,phytocompounds_db,pungent
PMTDB00044,pungent,CCCCCCCCCCCC(=O)CCC1=CC(=C(C=C1)O)OC,undefined,undefined,CCCCCCCCCCCC(=O)CCc1ccc(O)c(OC)c1,phytocompounds_db,pungent
PMTDB00045,bitter,CC1C2CCC(=C3C(C2OC1=O)C(=CC3=O)CO)C,bitter,bitter,CC1=C2C(=O)C=C(CO)C2C2OC(=O)C(C)C2CC1,phytocompounds_db,bitter
PMTDB00046,bitter,CC1C2CCC(=C3C(C2OC1=O)C(=CC3=O)CO)C,bitter,bitter,CC1=C2C(=O)C=C(CO)C2C2OC(=O)C(C)C2CC1,phytocompounds_db,bitter
PMTDB00047,bitter,CC1C2C(CC(=C3C(C2OC1=O)C(=CC3=O)CO)C)OC(=O)CC4=CC=C(C=C4)O,bitter,bitter,CC1=C2C(=O)C=C(CO)C2C2OC(=O)C(C)C2C(OC(=O)Cc2ccc(O)cc2)C1,phytocompounds_db,bitter
PMTDB00048,bitter,CC1C2CCC(=CCCC(=CC2OC1=O)C)C(=O)OC3C(C(OC(C3O)O)CO)O,bitter,bitter,CC1=CC2OC(=O)C(C)C2CCC(C(=O)OC2C(O)C(O)OC(CO)C2O)=CCC1,phytocompounds_db,bitter
PMTDB00049,bitter,CC1C2C(CC(=C3C(C2OC1=O)C(=CC3=O)CO)C)O,bitter,bitter,CC1=C2C(=O)C=C(CO)C2C2OC(=O)C(C)C2C(O)C1,phytocompounds_db,bitter
PMTDB00050,bitter; non-sweet,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)CC=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C,sweet,sweet,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,phytocompounds_db,bitter; non-sweet
PMTDB00050,bitter; non-sweet,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)CC=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C,bitter,bitter,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,phytocompounds_db,bitter; non-sweet
PMTDB00051,bitter,CC(CCC(C(C)(C)O)OC1C(C(C(C(O1)CO)O)O)O)C2CCC3(C2(CC(=O)C4(C3CC=C5C4CCC(C5(C)C)OC6C(C(C(C(O6)CO)O)O)O)C)C)C,bitter,bitter,CC(CCC(OC1OC(CO)C(O)C(O)C1O)C(C)(C)O)C1CCC2(C)C3CC=C4C(CCC(OC5OC(CO)C(O)C(O)C5O)C4(C)C)C3(C)C(=O)CC12C,phytocompounds_db,bitter
PMTDB00052,sweet,CC(CCC(C(C)(C)O)OC1C(C(C(C(O1)COC2C(C(C(C(O2)CO)O)O)O)O)O)OC3C(C(C(C(O3)CO)O)O)O)C4CCC5(C4(CC(=O)C6(C5CC=C7C6CCC(C7(C)C)OC8C(C(C(C(O8)COC9C(C(C(C(O9)CO)O)O)O)O)O)O)C)C)C,sweet,sweet,CC(CCC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C(C)(C)O)C1CCC2(C)C3CC=C4C(CCC(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(O)C5O)C4(C)C)C3(C)C(=O)CC12C,phytocompounds_db,sweet
PMTDB00053,bitter,CC1C2C(OC1=O)C1C(CO)=CC(=O)C1=C(C)CC2OS(O)(=O)=O,bitter,bitter,CC1=C2C(=O)C=C(CO)C2C2OC(=O)C(C)C2C(OS(=O)(=O)O)C1,phytocompounds_db,bitter
PMTDB00054,bitter; pungent (scratchy),CCCCCC(O)C(O)C=CC(=O)CCCCCCCC(O)=O,bitter,bitter,CCCCCC(O)C(O)C=CC(=O)CCCCCCCC(=O)O,phytocompounds_db,bitter; pungent (scratchy)
PMTDB00055,bitter; pungent (scratchy),[H]C(O)(CCCCC)C([H])(O)C=CC(=O)CCCCCCCC(O)=O,bitter,bitter,CCCCCC(O)C(O)C=CC(=O)CCCCCCCC(=O)O,phytocompounds_db,bitter; pungent (scratchy)
PMTDB00056,bitter; pungent (scratchy),[H]C(O)(CCCCC)C([H])(O)C=CC(=O)CCCCCCCC(O)=O,bitter,bitter,CCCCCC(O)C(O)C=CC(=O)CCCCCCCC(=O)O,phytocompounds_db,bitter; pungent (scratchy)
PMTDB00057,bitter; pungent (scratchy),[H]C(O)(CCCCC)C([H])(O)C=CC(=O)CCCCCCCC(O)=O,bitter,bitter,CCCCCC(O)C(O)C=CC(=O)CCCCCCCC(=O)O,phytocompounds_db,bitter; pungent (scratchy)
PMTDB00058,"Bitter (contradictory evidence): bitter, non bitter; pungent (scratchy, burning)",CCCCCC(C=CC=CCCCCCCCC(=O)O)OO,bitter,bitter,CCCCCC(C=CC=CCCCCCCCC(=O)O)OO,phytocompounds_db,"Bitter (contradictory evidence): bitter, non bitter; pungent (scratchy, burning)"
PMTDB00059,bitter: pungent (scratchy),CCCCCC(C=CC=CCCCCCCCC(=O)O)O,bitter,bitter,CCCCCC(O)C=CC=CCCCCCCCC(=O)O,phytocompounds_db,bitter: pungent (scratchy)
PMTDB00060,bitter; pungent (scratchy),CCCCCC(C=CC=CCCCCCCCC(=O)O)O,bitter,bitter,CCCCCC(O)C=CC=CCCCCCCCC(=O)O,phytocompounds_db,bitter; pungent (scratchy)
PMTDB00061,bitter (electronic tongue),CC12CCC(C(C1CCC(=C)C2CCC3=CCOC3=O)(C)CO)O,bitter,bitter,C=C1CCC2C(C)(CO)C(O)CCC2(C)C1CCC1=CCOC1=O,phytocompounds_db,bitter (electronic tongue)
PMTDB00062,bitter ( electronic tongue),C1CN2C(C3=C1C4=CC=CC=C4N3)N(C5=CC=CC=C5C2=O)C=O,bitter,bitter,O=CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)C21,phytocompounds_db,bitter ( electronic tongue)
PMTDB00063,bitter,CC1C=C(C(=O)C2(C1CC3C4(C2C(=O)C(=C(C4CC(=O)O3)C)CO)C)C)OC,bitter,bitter,COC1=CC(C)C2CC3OC(=O)CC4C(C)=C(CO)C(=O)C(C2(C)C1=O)C34C,phytocompounds_db,bitter
PMTDB00064,bitter; pungent (scratchy),OCC(O)COC(=O)CCCCCCCC(O)=O,bitter,bitter,O=C(O)CCCCCCCC(=O)OCC(O)CO,phytocompounds_db,bitter; pungent (scratchy)
PMTDB00065,bitter; pungent (scratchy),CCCCCC=CCC=CCCCCCCCC(=O)OCC(CO)O,bitter,bitter,CCCCCC=CCC=CCCCCCCCC(=O)OCC(O)CO,phytocompounds_db,bitter; pungent (scratchy)
PMTDB00066,bitter (Etongue),OCC1OC(OC2=C3N=C4N(CCC5=C4NC4=CC=CC=C54)C(=O)C3=CC=C2)C(O)C(O)C1O,bitter,bitter,O=c1c2cccc(OC3OC(CO)C(O)C(O)C3O)c2nc2n1CCc1c-2[nH]c2ccccc12,phytocompounds_db,bitter (Etongue)
PMTDB00067,bitter: pungent (scratchy),CCCCCCCCC=CCCCCCCCC(=O)OCC(CO)O,bitter,bitter,CCCCCCCCC=CCCCCCCCC(=O)OCC(O)CO,phytocompounds_db,bitter: pungent (scratchy)
PMTDB00068,bitter,COC1=CC(=CC(=C1O)OC)C=CC(=O)OC2C(C(C(C(O2)CO)O)O)O,bitter,bitter,COc1cc(C=CC(=O)OC2OC(CO)C(O)C(O)C2O)cc(OC)c1O,phytocompounds_db,bitter
PMTDB00069,bitter: pungent (scratchy),CCCCCCCCCCCCCCCC(=O)OCC(CO)O,bitter,bitter,CCCCCCCCCCCCCCCC(=O)OCC(O)CO,phytocompounds_db,bitter: pungent (scratchy)
PMTDB00070,bitter,C1=CC=C(C=C1)C=CC(=O)C2=C(C=C(C=C2)O)O,bitter,bitter,O=C(C=Cc1ccccc1)c1ccc(O)cc1O,phytocompounds_db,bitter
PMTDB00071,bitter,CC(C)(C(CC1=C(C(=C(C=C1O)OC)C(=O)C=CC2=CC=C(C=C2)O)O)O)OC,bitter,bitter,COc1cc(O)c(CC(O)C(C)(C)OC)c(O)c1C(=O)C=Cc1ccc(O)cc1,phytocompounds_db,bitter
PMTDB00072,bitter,COC1=C(O)C=C(\C=C/C(=O)OC2C(CO)OC(OC3OC=C4C(=O)OCCC4(O)C3C=C)C(OC(C)=O)C2O)C=C1,bitter,bitter,C=CC1C(OC2OC(CO)C(OC(=O)/C=C\c3ccc(OC)c(O)c3)C(O)C2OC(C)=O)OC=C2C(=O)OCCC21O,phytocompounds_db,bitter
PMTDB00073,bitter,CC(=O)OC1C(O)C(OC(=O)\C=C/C2=CC=C(O)C=C2)C(CO)OC1OC1OC=C2C(=O)OCCC2(O)C1C=C,bitter,bitter,C=CC1C(OC2OC(CO)C(OC(=O)/C=C\c3ccc(O)cc3)C(O)C2OC(C)=O)OC=C2C(=O)OCCC21O,phytocompounds_db,bitter
PMTDB00074,bitter,COC1=C(O)C=CC(\C=C\C(=O)OC2C(CO)OC(OC3OC=C4C(=O)OCCC4(O)C3C=C)C(OC(C)=O)C2O)=C1,bitter,bitter,C=CC1C(OC2OC(CO)C(OC(=O)/C=C/c3ccc(O)c(OC)c3)C(O)C2OC(C)=O)OC=C2C(=O)OCCC21O,phytocompounds_db,bitter
PMTDB00075,bitter,CC(=O)OC1C(O)C(OC(=O)\C=C\C2=CC=C(O)C=C2)C(CO)OC1OC1OC=C2C(=O)OCCC2(O)C1C=C,bitter,bitter,C=CC1C(OC2OC(CO)C(OC(=O)/C=C/c3ccc(O)cc3)C(O)C2OC(C)=O)OC=C2C(=O)OCCC21O,phytocompounds_db,bitter
PMTDB00076,bitter (insufficient evidence),CC(=O)OC1C(O)C(O)C(CO)OC1OC1OC=C2C(=O)OCCC2(O)C1C=C,bitter,bitter,C=CC1C(OC2OC(CO)C(O)C(O)C2OC(C)=O)OC=C2C(=O)OCCC21O,phytocompounds_db,bitter (insufficient evidence)
PMTDB00077,bitter,[H]C12CC(OC3OC(CO)C(O)C(O)C3O)C(O)C(C)(C)C1=CCC1C3(C)CC(O)C(C(C)(O)C(=O)CCC(C)(C)O)C3(C)CC(=O)C21C,bitter,bitter,CC(C)(O)CCC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(OC5OC(CO)C(O)C(O)C5O)C(O)C4(C)C)C3(C)C(=O)CC12C,phytocompounds_db,bitter
PMTDB00078,bitter,CC(=O)OC(C)(C)C=CC(=O)C(C)(C1C(CC2(C1(CCC3(C2CC=C4C3CC(C(C4(C)C)O)OC5C(C(C(C(O5)CO)O)O)O)C)C)C)O)O,bitter,bitter,CC(=O)OC(C)(C)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(OC5OC(CO)C(O)C(O)C5O)C(O)C4(C)C)C3(C)CCC12C,phytocompounds_db,bitter
PMTDB00079,bitter,CC(=O)OC(C)(C)CCC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(C=C(OC5OC(CO)C(O)C(O)C5O)C(=O)C4(C)C)C3(C)C(=O)CC12C,bitter,bitter,CC(=O)OC(C)(C)CCC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(C=C(OC5OC(CO)C(O)C(O)C5O)C(=O)C4(C)C)C3(C)C(=O)CC12C,phytocompounds_db,bitter
PMTDB00080,bitter,[H]C(C)(CCC1(O)OC2CC3C4CC=C5CC(CCC5(C)C4CCC3(C)C2C1C)OC1OC(CO)C(OC2OC(C)C(O)C(O)C2O)C(O)C1O)COC1OC(CO)C(O)C(O)C1O,bitter,bitter,CC(CCC1(O)OC2CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(C)C(O)C(O)C7O)C(O)C6O)CCC5(C)C4CCC3(C)C2C1C)COC1OC(CO)C(O)C(O)C1O,phytocompounds_db,bitter
PMTDB00081,bitter,CC1C2C(CC3C2(CCC4C3CC=C5C4(CCC(C5)OC6C(C(C(C(O6)CO)OC7C(C(C(C(O7)C)O)O)O)O)O)C)C)OC1(CCC(C)COC8C(C(C(C(O8)CO)O)O)O)O,bitter,bitter,CC(CCC1(O)OC2CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(C)C(O)C(O)C7O)C(O)C6O)CCC5(C)C4CCC3(C)C2C1C)COC1OC(CO)C(O)C(O)C1O,phytocompounds_db,bitter
PMTDB00082,bitter,CC(C)=CCC(O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(OC5OC(CO)C(O)C(O)C5O)C(O)C4(C)C)C3(C)CCC12C,bitter,bitter,CC(C)=CCC(O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(OC5OC(CO)C(O)C(O)C5O)C(O)C4(C)C)C3(C)CCC12C,phytocompounds_db,bitter
PMTDB00083,pungent; bitter (low evidence),CCC(C)N=C=S,bitter,bitter,CCC(C)N=C=S,phytocompounds_db,pungent; bitter (low evidence)
PMTDB00084,bitter; astringent,CCC(C)CNC(=O)C=CCCCCC#CC#C,bitter,bitter,C#CC#CCCCCC=CC(=O)NCC(C)CC,phytocompounds_db,bitter; astringent
PMTDB00085,bitter,CC=C(C)C(=O)OC(C)C(C1=CC2=C(C(=C1)OC)OCO2)OC(=O)C(=CC)C,bitter,bitter,CC=C(C)C(=O)OC(C)C(OC(=O)C(C)=CC)c1cc(OC)c2c(c1)OCO2,phytocompounds_db,bitter
PMTDB00086,bitter,CC=C(C)C(=O)OC(C1=CC2=C(C(=C1)OC)OCO2)C(C)OC(=O)C3(C(O3)C)C,bitter,bitter,CC=C(C)C(=O)OC(c1cc(OC)c2c(c1)OCO2)C(C)OC(=O)C1(C)OC1C,phytocompounds_db,bitter
PMTDB00087,sweet,CC(=O)OC1C(OC2=CC(O)=CC(O)=C2C1=O)C1=CC=C(O)C=C1,sweet,sweet,CC(=O)OC1C(=O)c2c(O)cc(O)cc2OC1c1ccc(O)cc1,phytocompounds_db,sweet
PMTDB00088,bitter,CC1OC(OC2C(O)C(O)C(CO)OC2OC2=C3C(=O)CC(OC3=CC(O)=C2)C2=CC=C(O)C=C2)C(O)C(O)C1O,bitter,bitter,CC1OC(OC2C(Oc3cc(O)cc4c3C(=O)CC(c3ccc(O)cc3)O4)OC(CO)C(O)C2O)C(O)C(O)C1O,phytocompounds_db,bitter
PMTDB00089,sour,C(C(=O)O)(C(=O)O)O,sour,sour,O=C(O)C(O)C(=O)O,phytocompounds_db,sour
PMTDB00090,bitter,C1=CNC(=S)NC1=O,bitter,bitter,O=c1cc[nH]c(=S)[nH]1,phytocompounds_db,bitter
PMTDB00091,bitter,C1=CC=C(C(=C1)C(=O)C=CC2=CC(=CC=C2)O)O,bitter,bitter,O=C(C=Cc1cccc(O)c1)c1ccccc1O,phytocompounds_db,bitter
PMTDB00092,bitter,OC1=C(O)C=C(\C=C\C(=O)OC2CC3(O)CC(OC3=O)C2OC(=O)\C=C\C2=CC(O)=C(O)C=C2)C=C1,bitter,bitter,O=C(/C=C/c1ccc(O)c(O)c1)OC1CC2(O)CC(OC2=O)C1OC(=O)/C=C/c1ccc(O)c(O)c1,phytocompounds_db,bitter
PMTDB00093,bitter,CCOC1(O)C(C)C(OC(=O)C2=CC(OC)=C(O)C(OC)=C2)C(O)C1OCC1OC(O)C(O)C(O)C1O,bitter,bitter,CCOC1(O)C(C)C(OC(=O)c2cc(OC)c(O)c(OC)c2)C(O)C1OCC1OC(O)C(O)C(O)C1O,phytocompounds_db,bitter
PMTDB00094,bitter,CCOC1(O)C(C)C(OC(=O)C2=CC=C(O)C(OC)=C2)C(O)C1OCC1OC(O)C(O)C(O)C1O,bitter,bitter,CCOC1(O)C(C)C(OC(=O)c2ccc(O)c(OC)c2)C(O)C1OCC1OC(O)C(O)C(O)C1O,phytocompounds_db,bitter
PMTDB00095,bitter,C1=C(C=C(C=C1O)O)C(=O)O,bitter,bitter,O=C(O)c1cc(O)cc(O)c1,phytocompounds_db,bitter
PMTDB00096,bitter,COC1=CC(\C=C\C(=O)OCC2OC(OC3(CO)OC(CO)C(O)C3OC(=O)\C=C\C3=CC=C(O)C(OC)=C3)C(O)C(O)C2O)=CC=C1O,bitter,bitter,COc1cc(/C=C/C(=O)OCC2OC(OC3(CO)OC(CO)C(O)C3OC(=O)/C=C/c3ccc(O)c(OC)c3)C(O)C(O)C2O)ccc1O,phytocompounds_db,bitter
